1;59
1;24
1;72
1;56
1;50
1;96
1;65
1;75
1;33
2;35
2;3
2;22
2;17
2;56
2;9
2;90
2;63
2;31
2;55
2;52
2;98
2;54
2;50
2;12
2;41
2;46
2;65
2;84
2;97
2;79
2;66
2;93
2;36
2;95
2;43
2;42
2;86
2;70
2;78
2;99
2;69
2;47
2;33
2;40
2;75
2;39
3;27
3;83
3;58
3;19
3;90
3;78
3;57
3;62
3;1
3;7
3;4
3;8
3;49
3;88
3;11
3;45
3;89
3;64
3;10
3;56
3;80
3;94
3;22
3;46
3;77
3;37
3;85
3;99
3;13
3;52
3;42
3;92
3;98
3;6
3;47
3;18
3;40
3;84
4;36
4;20
4;65
4;10
4;92
4;88
4;17
4;57
4;79
4;38
4;12
4;95
4;69
4;26
4;98
4;52
4;97
4;91
4;71
4;9
4;8
4;33
4;49
4;94
4;32
4;75
4;3
4;29
4;72
4;46
4;22
4;62
4;56
4;93
4;31
4;25
4;51
4;68
4;1
4;84
4;82
4;59
4;43
4;85
4;99
4;78
4;63
4;73
4;27
4;70
4;83
4;58
4;6
4;14
4;81
4;2
4;15
4;13
4;74
4;18
4;96
4;89
5;71
5;95
5;64
5;90
5;28
5;20
5;34
5;63
5;3
5;75
5;17
5;82
5;43
5;45
5;86
5;60
5;76
5;67
5;32
5;42
5;16
5;30
5;74
5;55
5;41
5;99
5;92
5;79
5;7
5;52
5;48
5;69
5;59
5;2
5;21
5;84
5;4
5;37
5;47
5;1
5;39
5;23
5;6
5;36
5;91
5;61
5;87
5;65
6;22
6;3
6;38
6;29
6;34
6;93
6;46
6;69
6;54
6;20
6;36
6;10
6;76
6;67
6;65
6;85
6;40
6;4
6;53
6;60
6;72
6;64
6;42
6;80
6;2
6;63
6;21
6;56
6;27
6;11
6;91
6;94
6;61
6;84
6;26
6;71
6;5
6;35
6;48
6;87
6;18
6;19
6;28
6;8
6;15
6;43
6;95
6;62
6;45
6;33
6;30
6;66
6;59
6;58
6;55
6;81
6;70
6;82
6;50
7;68
7;34
7;72
8;69
8;71
8;45
8;87
8;26
8;48
8;92
8;2
8;42
8;76
8;83
8;59
8;98
8;74
8;79
8;99
8;13
8;84
8;66
8;93
8;68
8;58
8;18
8;33
8;16
8;97
8;7
8;86
8;89
8;90
8;61
8;12
8;60
8;72
8;8
8;43
8;65
8;32
8;70
8;14
8;62
8;63
8;6
8;40
8;81
8;29
8;36
8;38
8;94
8;57
8;55
8;5
8;24
8;10
8;28
8;44
8;85
8;15
9;48
9;16
9;36
9;17
9;88
9;92
9;35
9;80
9;71
9;32
9;40
9;23
9;83
9;67
9;24
9;69
9;11
9;14
9;96
9;85
9;54
9;1
9;99
9;55
9;86
9;21
9;37
9;18
9;50
9;22
9;95
9;65
10;42
10;63
10;27
11;48
11;14
11;8
11;83
11;13
11;56
11;77
11;17
11;12
11;11
11;73
11;39
11;89
11;91
11;26
11;24
11;74
